Monitoring type,Site name,Latitude,Longitude,Reource label,Start date,End date,Near real-time period,Period type,Update frequency,Resource Url,Website Url
Storm tide,Palm Cove,-16.7397,145.6727,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/palm-cove/
Storm tide,Port Alma,-23.5856,150.8595,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/port-alma/
Storm tide,Rosslyn Bay,-23.1666,150.7916,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/rosslyn-bay/
Storm tide,Shute Harbour,-20.2941,148.7848,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/shute-harbour/
Storm tide,Southtrees Island,-23.8538,151.3136,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/south-trees-island/
Storm tide,Thursday Island,-10.5863,142.2215,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/thursday-island/
Storm tide,Townsville,-19.2538,146.8295,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/townsville/
Storm tide,Ugar Island,-9.50458,143.5468,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/ugar/
Storm tide,Urangan,-25.2961,152.9105,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/urangan/
Storm tide,Weipa,-12.67,141.8623,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/weipa/
Storm tide,Scarborough,-27.183333,153.1,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/scarborough/
Storm tide,Gold Coast,-27.933333,153.416667,Near real-time data,,,3,Day,Daily,https://data.qld.gov.au/dataset/coastal-data-system-near-real-time-storm-tide-data/resource/7afe7233-fae0-4024-bc98-3a72f05675bd,http://www.qld.gov.au/environment/coasts-waterways/beach/storm-sites/gold-coast/
Water quality,Baffle Creek,-24.50861,151.9279,Near real-time data,1/01/2015,,,Current year,Daily,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-near-real-time-sites-2012-to-present-day/resource/83b14ebc-a60b-4d0d-8731-a6e632a9ae1e,
Water quality,Baffle Creek,-24.50861,151.9279,2013 data,1/01/2013,31/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-near-real-time-sites-2012-to-present-day/resource/09219cae-bd18-46cf-aa88-dceedbc16d41,
Water quality,Baffle Creek,-24.50861,151.9279,2014 data,1/01/2014,31/12/2014,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-near-real-time-sites-2012-to-present-day/resource/d3594b7a-6de6-42ea-98d2-8f6256a5bbfb,
Water quality,Bramble Bay,-27.28288,153.1034,Near real-time data,1/01/2015,,,Current year,Daily,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-near-real-time-sites-2012-to-present-day/resource/480c96bc-f2f7-4f24-9209-85856cd3f9f9,
Water quality,Burnett River,-24.86491,152.3439,Near real-time data,1/01/2015,,,Current year,Daily,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-near-real-time-sites-2012-to-present-day/resource/a606ec8f-d338-4139-aefd-54a33df5ad29,
Water quality,Boyne River (0.0km at mouth),-23.933611,151.356667,Historic data,8/03/1994,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/db525bfc-424e-4b2b-9f93-d2989370af5f,
Water quality,Boyne River (12.0km from mouth),-24.0044,151.34098,Historic data,8/03/1994,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/db525bfc-424e-4b2b-9f93-d2989370af5f,
Water quality,Boyne River (2.7km from mouth),-23.958,151.35955,Historic data,8/03/1994,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/db525bfc-424e-4b2b-9f93-d2989370af5f,
Water quality,Boyne River (4.7km from mouth),-23.96854,151.34711,Historic data,19/03/2013,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/db525bfc-424e-4b2b-9f93-d2989370af5f,
Water quality,Boyne River (5.1km from mouth at junction with south trees inlet),-23.972222,151.344722,Historic data,8/03/1994,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/db525bfc-424e-4b2b-9f93-d2989370af5f,
Water quality,Boyne River (8.6km from mouth),-23.983611,151.317778,Historic data,8/03/1994,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/db525bfc-424e-4b2b-9f93-d2989370af5f,
Water quality,South Trees Inlet (20.0km from mouth 100m from junction with Boyne River),-23.97,151.344,Historic data,27/10/2010,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/db525bfc-424e-4b2b-9f93-d2989370af5f,
Water quality,Fitzroy River (10.0km from mouth),-23.507222,150.785833,Historic data,17/10/2000,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/831dc300-2e2c-4a90-a87e-3dcd74947025,
Water quality,Fitzroy River (15.0km from mouth),-23.494444,150.736389,Historic data,17/10/2000,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/831dc300-2e2c-4a90-a87e-3dcd74947025,
Water quality,Fitzroy River (2.5km from mouth),-23.53169,150.83022,Historic data,17/10/2000,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/831dc300-2e2c-4a90-a87e-3dcd74947025,
Water quality,Fitzroy River (20.0km from mouth),-23.50538,150.70867,Historic data,13/07/1993,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/831dc300-2e2c-4a90-a87e-3dcd74947025,
Water quality,Fitzroy River (28.1km from mouth),-23.51081,150.63332,Historic data,17/10/2000,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/831dc300-2e2c-4a90-a87e-3dcd74947025,
Water quality,Fitzroy River (33.8km from mouth),-23.48811,150.66154,Historic data,16/06/1993,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/831dc300-2e2c-4a90-a87e-3dcd74947025,
Water quality,Fitzroy River (39.6km from mouth),-23.4556,150.62602,Historic data,16/06/1993,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/831dc300-2e2c-4a90-a87e-3dcd74947025,
Water quality,Fitzroy River (45.2km from mouth),-23.42091,150.58995,Historic data,16/06/1993,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/831dc300-2e2c-4a90-a87e-3dcd74947025,
Water quality,Fitzroy River (50.2km from mouth),-23.3817,150.55864,Historic data,16/06/1993,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/831dc300-2e2c-4a90-a87e-3dcd74947025,
Water quality,Fitzroy River (52.6km from mouth),-23.38146,150.54811,Historic data,16/06/1993,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/831dc300-2e2c-4a90-a87e-3dcd74947025,
Water quality,Fitzroy River (55.1km from mouth),-23.39161,150.52815,Historic data,16/06/1993,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/831dc300-2e2c-4a90-a87e-3dcd74947025,
Water quality,Fitzroy River (57.3km from mouth),-23.37512,150.51404,Historic data,16/06/1993,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/831dc300-2e2c-4a90-a87e-3dcd74947025,
Water quality,Fitzroy River (59.6km from mouth),-23.36216,150.50066,Historic data,16/06/1993,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/831dc300-2e2c-4a90-a87e-3dcd74947025,
Water quality,Calliope River (0.0km at mouth),-23.8225,151.219722,Historic data,17/06/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/6695c762-a441-40c8-87d8-e918bcd785b9,
Water quality,Calliope River (1.6km from mouth),-23.835278,151.222778,Historic data,17/06/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/6695c762-a441-40c8-87d8-e918bcd785b9,
Water quality,Calliope River (11.3km from mouth),-23.873889,151.191667,Historic data,17/06/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/6695c762-a441-40c8-87d8-e918bcd785b9,
Water quality,Calliope River (12.9km from mouth),-23.887778,151.190556,Historic data,17/06/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/6695c762-a441-40c8-87d8-e918bcd785b9,
Water quality,Calliope River (14.5km from mouth),-23.899444,151.185833,Historic data,17/06/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/6695c762-a441-40c8-87d8-e918bcd785b9,
Water quality,Calliope River (16.1km from mouth),-23.91366,151.183,Historic data,17/06/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/6695c762-a441-40c8-87d8-e918bcd785b9,
Water quality,Calliope River (3.2km from mouth),-23.84666,151.21142,Historic data,17/06/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/6695c762-a441-40c8-87d8-e918bcd785b9,
Water quality,Calliope River (4.8km from mouth),-23.85866,151.20506,Historic data,17/06/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/6695c762-a441-40c8-87d8-e918bcd785b9,
Water quality,Calliope River (6.4km from mouth),-23.86781,151.18672,Historic data,17/06/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/6695c762-a441-40c8-87d8-e918bcd785b9,
Water quality,Calliope River (anabranch 2.8km u/s of junction with Calliope River),-23.840278,151.196944,Historic data,14/07/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/6695c762-a441-40c8-87d8-e918bcd785b9,
Water quality,Baffle Creek (10.0km from mouth),-24.51751,151.98478,Historic data,29/06/1999,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/e8d7b7fa-5ae5-408a-b120-a09d4356df8b,
Water quality,Baffle Creek (11.0km from mouth),-24.51396,151.97188,Historic data,23/03/1994,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/e8d7b7fa-5ae5-408a-b120-a09d4356df8b,
Water quality,Baffle Creek (16.0km from mouth),-24.50786,151.92729,Historic data,23/03/1994,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/e8d7b7fa-5ae5-408a-b120-a09d4356df8b,
Water quality,Baffle Creek (23.5km from mouth),-24.54226,151.90452,Historic data,23/03/1994,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/e8d7b7fa-5ae5-408a-b120-a09d4356df8b,
Water quality,Baffle Creek (4.1km from mouth),-24.52976,152.03367,Historic data,23/03/1994,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/e8d7b7fa-5ae5-408a-b120-a09d4356df8b,
Water quality,Baffle Creek (8.5km from mouth),-24.51602,151.9982,Historic data,29/06/1999,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/e8d7b7fa-5ae5-408a-b120-a09d4356df8b,
Water quality,Kolan River (0.0km at mouth),-24.66822,152.20521,Historic data,1/08/2003,19/11/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/8d66df0f-2c1f-47ce-b543-2f4f0710fca2,
Water quality,Kolan River (1.6km from mouth),-24.681111,152.196389,Historic data,29/05/2003,19/11/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/8d66df0f-2c1f-47ce-b543-2f4f0710fca2,
Water quality,Kolan River (12.0km from mouth),-24.7178,152.17464,Historic data,24/03/1994,19/11/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/8d66df0f-2c1f-47ce-b543-2f4f0710fca2,
Water quality,Kolan River (5.3km from mouth),-24.693611,152.163889,Historic data,24/03/1994,19/11/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/8d66df0f-2c1f-47ce-b543-2f4f0710fca2,
Water quality,Kolan River (8.1km from mouth),-24.699444,152.183889,Historic data,24/03/1994,19/11/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/8d66df0f-2c1f-47ce-b543-2f4f0710fca2,
Water quality,Burnett River (0.0km at mouth),-24.754167,152.408889,Historic data,18/05/1993,19/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/8653d368-9201-47fd-bb84-0c643cf6694a,
Water quality,Burnett River (11.4km from mouth),-24.808611,152.358889,Historic data,18/05/1993,19/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/8653d368-9201-47fd-bb84-0c643cf6694a,
Water quality,Burnett River (14.7km from mouth),-24.846389,152.368611,Historic data,18/05/1993,19/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/8653d368-9201-47fd-bb84-0c643cf6694a,
Water quality,Burnett River (17.4km from mouth opposite Bundaberg Creek),-24.86188,152.35625,Historic data,18/05/1993,19/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/8653d368-9201-47fd-bb84-0c643cf6694a,
Water quality,Burnett River (18.7km from mouth - QFB jetty),-24.8647,152.34343,Historic data,19/01/1993,19/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/8653d368-9201-47fd-bb84-0c643cf6694a,
Water quality,Burnett River (20.3km from mouth at eastern end of Harriet Island),-24.863611,152.325278,Historic data,18/05/1993,19/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/8653d368-9201-47fd-bb84-0c643cf6694a,
Water quality,Burnett River (23.5km from mouth at Splitters Creek),-24.870278,152.294722,Historic data,18/05/1993,19/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/8653d368-9201-47fd-bb84-0c643cf6694a,
Water quality,Burnett River (4.8km from mouth),-24.771667,152.380278,Historic data,18/05/1993,19/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/8653d368-9201-47fd-bb84-0c643cf6694a,
Water quality,Burnett River (6.0km from mouth),-24.785278,152.383056,Historic data,18/05/1993,19/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/8653d368-9201-47fd-bb84-0c643cf6694a,
Water quality,Burnett River (8.5km from mouth),-24.799444,152.378056,Historic data,18/05/1993,19/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/8653d368-9201-47fd-bb84-0c643cf6694a,
Water quality,Burrum River (0.0km at mouth at junction with Gregory River),-25.177778,152.556389,Historic data,25/03/1994,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/32e0fc64-033d-41da-9b3a-a3d209cd1c00,
Water quality,Burrum River (12.7km u/s of junction with Gregory River),-25.265833,152.568889,Historic data,25/03/1994,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/32e0fc64-033d-41da-9b3a-a3d209cd1c00,
Water quality,Burrum River (19.2km u/s of junction with Gregory River),-25.31491,152.58929,Historic data,25/03/1994,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/32e0fc64-033d-41da-9b3a-a3d209cd1c00,
Water quality,Burrum River (5.5km u/s of junction with Gregory River),-25.22177,152.54153,Historic data,25/03/1994,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/32e0fc64-033d-41da-9b3a-a3d209cd1c00,
Water quality,Isis River (10.0km from mouth),-25.219167,152.465,Historic data,25/03/1994,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/988175ce-2e18-4fe0-a870-f899c33b94e7,
Water quality,Isis River (3.0km from mouth),-25.219722,152.514444,Historic data,25/03/1994,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/988175ce-2e18-4fe0-a870-f899c33b94e7,
Water quality,Isis River (6.0km from mouth),-25.2093,152.49536,Historic data,25/03/1994,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/988175ce-2e18-4fe0-a870-f899c33b94e7,
Water quality,Gregory River (3.0km from mouth),-25.16821,152.5335,Historic data,27/08/2007,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/d5d5e1cf-04b4-476d-966f-132a20446d78,
Water quality,Gregory River (5.8km from mouth),-25.148333,152.518611,Historic data,24/03/1994,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/d5d5e1cf-04b4-476d-966f-132a20446d78,
Water quality,Gregory River (9.5km from mouth),-25.157778,152.501111,Historic data,24/03/1994,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/d5d5e1cf-04b4-476d-966f-132a20446d78,
Water quality,Mary River ( 6.0km from mouth opposite Horseshoe Brook),-25.458056,152.882222,Historic data,19/05/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/9ce9d222-3793-49d0-b57b-9a501510a53a,
Water quality,Mary River (12.2km from mouth opposite Crab Island),-25.49389,152.83325,Historic data,19/05/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/9ce9d222-3793-49d0-b57b-9a501510a53a,
Water quality,Mary River (17.7km from mouth west of Brothers Island - old station 15),-25.503611,152.79,Historic data,19/05/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/9ce9d222-3793-49d0-b57b-9a501510a53a,
Water quality,Mary River (22.5km from mouth - ld station 12),-25.500192,152.751053,Historic data,19/05/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/9ce9d222-3793-49d0-b57b-9a501510a53a,
Water quality,Mary River (27.5km from mouth 100m u/s of Saltwater Creek),-25.473611,152.731944,Historic data,19/05/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/9ce9d222-3793-49d0-b57b-9a501510a53a,
Water quality,Mary River (32.8km from mouth opposite Aubinville STP discharge - station 7),-25.519167,152.727778,Historic data,19/05/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/9ce9d222-3793-49d0-b57b-9a501510a53a,
Water quality,Mary River (36.1km from mouth near end of Napier St Marybough),-25.539167,152.7075,Historic data,19/05/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/9ce9d222-3793-49d0-b57b-9a501510a53a,
Water quality,Mary River (39.1km from mouth near Little Tinana Creek),-25.5575,152.725556,Historic data,19/05/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/9ce9d222-3793-49d0-b57b-9a501510a53a,
Water quality,Mary River (42.2km from mouth 100m u/s of meat works discharge - station 2),-25.554444,152.706944,Historic data,19/05/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/9ce9d222-3793-49d0-b57b-9a501510a53a,
Water quality,Mary River (45.4km from mouth near Brisk Street - old station 1),-25.53926,152.67963,Historic data,19/05/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/9ce9d222-3793-49d0-b57b-9a501510a53a,
Water quality,Mary River (50.2km from mouth - old station 200),-25.5126,152.64806,Historic data,19/05/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/9ce9d222-3793-49d0-b57b-9a501510a53a,
Water quality,Mary River (56.7km from mouth - north bank),-25.56331,152.62437,Historic data,19/01/1993,17/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/9ce9d222-3793-49d0-b57b-9a501510a53a,
Water quality,Hervey Bay (grid reference 906043 seaward end of Urangan Jetty),-25.2752,152.909,Historic data,19/01/1993,16/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/efb1c095-a866-4c5e-9653-161be5823574,
Water quality,Great Sandy Straits (grid reference 000003 East Woody Island/Little Woody Island),-25.32136,153.00262,Historic data,23/06/1993,16/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/efb1c095-a866-4c5e-9653-161be5823574,
Water quality,Great Sandy Straits (grid reference 924585 Boonooroo/Poona),-25.6867,152.92455,Historic data,23/06/1993,16/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/efb1c095-a866-4c5e-9653-161be5823574,
Water quality,Great Sandy Straits (grid reference 929721 Boonlye Point),-25.56394,152.92619,Historic data,23/06/1993,16/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/efb1c095-a866-4c5e-9653-161be5823574,
Water quality,Great Sandy Straits (grid reference 951657 Stewart Island),-25.63328,152.9541,Historic data,23/06/1993,16/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/efb1c095-a866-4c5e-9653-161be5823574,
Water quality,Great Sandy Straits (grid reference 972882 yellow X beacon mouth Mary River),-25.42177,152.97327,Historic data,23/06/1993,16/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/efb1c095-a866-4c5e-9653-161be5823574,
Water quality,Great Sandy Straits (grid reference 979534 Tinnanba),-25.735833,152.980278,Historic data,23/06/1993,16/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/efb1c095-a866-4c5e-9653-161be5823574,
Water quality,Great Sandy Straits (grid reference 984797 Opposite Ungowa Jetty),-25.49922,152.98665,Historic data,23/06/1993,16/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/efb1c095-a866-4c5e-9653-161be5823574,
Water quality,Tin Can Inlet (grid reference 011269 - AMTD 20.5),-25.97828,153.01157,Historic data,21/05/1993,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/fd80c3f5-952a-476d-87b0-651fd44e8303,
Water quality,Tin Can Inlet (grid reference 017339 - AMTD 11.2),-25.911667,153.018056,Historic data,21/05/1993,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/fd80c3f5-952a-476d-87b0-651fd44e8303,
Water quality,Tin Can Inlet (grid reference 021296 - AMTD 17.6),-25.95,153.0225,Historic data,21/05/1993,18/12/2013,,,Historic,https://data.qld.gov.au/dataset/ambient-estuarine-water-quality-monitoring-data-1993-to-2013/resource/fd80c3f5-952a-476d-87b0-651fd44e8303,
